    n, insertion_cmp, insertion_swaps, insertion_time
    0,             0,               0,              0
    1,             0,               0,              0
    2,             1,               1,              0
    3,             3,               3,              0
    4,             4,               3,              0
    5,             5,               3,              0
    6,             7,               4,              0
    7,            10,               6,              0
    8,            11,               6,              0
    9,            12,               6,              0
   10,            13,               6,              0
   11,            15,               7,              0
   12,            16,               7,              0
   13,            18,               8,              0
   14,            19,               8,              0
   15,            20,               8,              0
   16,            22,               9,              0
   17,            25,              11,              0
   18,            26,              11,              0
   19,            27,              11,              0
   20,            29,              12,              0
   21,            30,              12,              0
   22,            31,              12,              0
   23,            33,              13,              0
   24,            34,              13,            500
   25,            35,              13,              0
   26,            36,              13,              0
   27,            37,              13,              0
   28,            41,              16,              0
   29,            43,              17,              0
   30,            44,              17,              0
   31,            45,              17,              0
   32,            46,              17,              0
   33,            49,              19,              0
   34,            51,              20,              0
   35,            55,              23,            500
   36,            56,              23,              0
   37,            57,              23,              0
   38,            59,              24,              0
   39,            60,              24,              0
   40,            61,              24,              0
   41,            62,              24,              0
   42,            64,              25,              0
   43,            67,              27,              0
   44,            69,              28,              0
   45,            70,              28,              0
   46,            71,              28,              0
   47,            73,              29,              0
   48,            76,              31,              0
   49,            77,              31,              0
   50,            78,              31,            500
   51,            80,              32,              0
   52,            82,              33,              0
   53,            83,              33,              0
   54,            84,              33,              0
   55,            85,              33,              0
   56,            86,              33,              0
   57,            87,              33,              0
   58,            88,              33,              0
   59,            89,              33,              0
   60,            90,              33,              0
   61,            91,              33,              0
   62,            92,              33,            500
   63,            93,              33,              0
   64,            95,              34,              0
   65,            96,              34,              0
   66,            97,              34,              0
   67,            98,              34,              0
   68,            99,              34,              0
   69,           100,              34,              0
   70,           101,              34,              0
   71,           102,              34,              0
   72,           103,              34,              0
   73,           104,              34,              0
   74,           105,              34,              0
   75,           106,              34,              0
   76,           107,              34,              0
   77,           108,              34,              0
   78,           109,              34,              0
   79,           111,              35,              0
   80,           112,              35,              0
   81,           113,              35,              0
   82,           114,              35,            500
   83,           115,              35,              0
   84,           117,              36,              0
   85,           118,              36,              0
   86,           121,              38,              0
   87,           122,              38,              0
   88,           123,              38,              0
   89,           124,              38,              0
   90,           125,              38,              0
   91,           126,              38,            500
   92,           127,              38,              0
   93,           128,              38,              0
   94,           129,              38,              0
   95,           130,              38,            500
   96,           131,              38,              0
   97,           132,              38,              0
   98,           133,              38,              0
   99,           134,              38,            499
  100,           135,              38,              0
  101,           137,              39,              0
  102,           138,              39,              0
  103,           139,              39,            500
  104,           140,              39,              0
  105,           141,              39,              0
  106,           142,              39,              0
  107,           144,              40,              0
  108,           147,              42,              0
  109,           148,              42,              0
  110,           149,              42,            500
  111,           150,              42,              0
  112,           153,              44,              0
  113,           154,              44,              0
  114,           155,              44,            500
  115,           157,              45,              0
  116,           159,              46,              0
  117,           161,              47,            500
  118,           162,              47,              0
  119,           163,              47,              0
  120,           164,              47,              0
  121,           165,              47,              0
  122,           166,              47,              0
  123,           167,              47,              0
  124,           169,              48,            500
  125,           170,              48,              0
  126,           171,              48,              0
  127,           172,              48,            500
  128,           174,              49,              0
  129,           175,              49,              0
  130,           178,              51,            500
  131,           179,              51,              0
  132,           180,              51,              0
  133,           182,              52,            499
  134,           183,              52,              0
  135,           184,              52,              0
  136,           186,              53,            500
  137,           189,              55,              0
  138,           190,              55,              0
  139,           192,              56,            501
  140,           193,              56,              0
  141,           194,              56,              0
  142,           195,              56,              0
  143,           196,              56,              0
  144,           197,              56,            500
  145,           200,              58,              0
  146,           204,              61,              0
  147,           205,              61,            500
  148,           206,              61,              0
  149,           207,              61,            500
  150,           208,              61,              0
  151,           209,              61,              0
  152,           210,              61,              0
  153,           211,              61,              0
  154,           213,              62,            500
  155,           214,              62,              0
  156,           215,              62,              0
  157,           216,              62,              0
  158,           217,              62,              0
  159,           219,              63,            500
  160,           220,              63,              0
  161,           224,              66,              0
  162,           228,              69,              0
  163,           229,              69,              0
  164,           230,              69,            499
  165,           231,              69,              0
  166,           232,              69,            501
  167,           233,              69,              0
  168,           236,              71,              0
  169,           237,              71,              0
  170,           238,              71,              0
  171,           239,              71,            499
  172,           240,              71,              0
  173,           241,              71,            500
  174,           242,              71,              0
  175,           244,              72,              0
  176,           247,              74,              0
  177,           249,              75,              0
  178,           250,              75,              0
  179,           251,              75,              0
  180,           253,              76,            500
  181,           256,              78,              0
  182,           259,              80,            500
  183,           261,              81,              0
  184,           262,              81,            500
  185,           263,              81,              0
  186,           264,              81,            501
  187,           266,              82,              0
  188,           268,              83,            499
  189,           271,              85,              0
  190,           274,              87,            500
  191,           275,              87,              0
  192,           276,              87,            500
  193,           277,              87,              0
  194,           278,              87,            500
  195,           279,              87,              0
  196,           280,              87,            500
  197,           281,              87,              0
  198,           282,              87,            500
  199,           283,              87,              0
  200,           284,              87,            500
  201,           285,              87,              0
  202,           286,              87,            500
  203,           287,              87,              0
  204,           288,              87,              0
  205,           290,              88,              0
  206,           293,              90,              0
  207,           294,              90,            500
  208,           295,              90,              0
  209,           297,              91,            500
  210,           300,              93,              0
  211,           303,              95,            499
  212,           306,              97,              0
  213,           307,              97,            500
  214,           308,              97,              0
  215,           309,              97,              0
  216,           310,              97,            500
  217,           311,              97,              0
  218,           312,              97,            500
  219,           313,              97,              0
  220,           314,              97,            499
  221,           315,              97,              0
  222,           317,              98,              0
  223,           318,              98,            500
  224,           319,              98,              0
  225,           320,              98,            500
  226,           321,              98,              0
  227,           322,              98,            500
  228,           325,             100,              0
  229,           330,             104,              0
  230,           331,             104,            500
  231,           332,             104,              0
  232,           333,             104,            500
  233,           334,             104,              0
  234,           335,             104,              0
  235,           336,             104,            500
  236,           339,             106,              0
  237,           341,             107,            500
  238,           344,             109,            500
  239,           345,             109,              0
  240,           346,             109,            499
  241,           347,             109,              0
  242,           348,             109,              0
  243,           349,             109,            499
  244,           350,             109,              0
  245,           351,             109,              0
  246,           353,             110,            500
  247,           355,             111,              0
  248,           357,             112,              0
  249,           360,             114,            500
  250,           361,             114,              0
  251,           362,             114,            500
  252,           364,             115,            499
  253,           365,             115,              0
  254,           366,             115,            500
  255,           368,             116,            501
  256,           371,             118,              0
  257,           374,             120,              0
  258,           377,             122,            500
  259,           378,             122,              0
  260,           379,             122,              0
  261,           380,             122,            500
  262,           381,             122,              0
  263,           382,             122,              0
  264,           383,             122,            500
  265,           384,             122,            500
  266,           386,             123,              0
  267,           387,             123,            500
  268,           388,             123,            501
  269,           389,             123,              0
  270,           390,             123,              0
  271,           391,             123,            500
  272,           392,             123,            499
  273,           393,             123,              0
  274,           394,             123,            500
  275,           395,             123,            500
  276,           396,             123,              0
  277,           397,             123,              0
  278,           398,             123,            500
  279,           399,             123,            499
  280,           402,             125,              0
  281,           407,             129,            500
  282,           408,             129,            500
  283,           409,             129,            500
  284,           410,             129,              0
  285,           413,             131,            500
  286,           414,             131,            500
  287,           415,             131,            499
  288,           417,             132,              0
  289,           418,             132,              0
  290,           419,             132,            500
  291,           420,             132,            500
  292,           421,             132,              0
  293,           423,             133,              0
  294,           425,             134,            500
  295,           426,             134,            500
  296,           427,             134,              0
  297,           428,             134,              0
  298,           430,             135,              0
  299,           432,             136,            499
  300,           433,             136,            500
  301,           434,             136,            500
  302,           435,             136,              0
  303,           436,             136,              0
  304,           437,             136,            500
  305,           438,             136,            500
  306,           439,             136,            500
  307,           442,             138,              0
  308,           443,             138,              0
  309,           444,             138,            500
  310,           445,             138,            500
  311,           446,             138,            499
  312,           447,             138,              0
  313,           450,             140,              0
  314,           452,             141,            499
  315,           453,             141,            500
  316,           454,             141,            500
  317,           455,             141,              0
  318,           456,             141,              0
  319,           457,             141,            500
  320,           458,             141,            500
  321,           459,             141,            499
  322,           460,             141,            500
  323,           462,             142,              0
  324,           464,             143,              0
  325,           465,             143,              0
  326,           466,             143,            499
  327,           467,             143,            500
  328,           468,             143,            500
  329,           469,             143,            500
  330,           470,             143,              0
  331,           471,             143,              0
  332,           473,             144,              0
  333,           476,             146,            499
  334,           477,             146,            500
  335,           479,             147,            500
  336,           480,             147,            500
  337,           481,             147,            499
  338,           482,             147,              0
  339,           483,             147,              0
  340,           484,             147,              0
  341,           487,             149,            500
  342,           488,             149,            500
  343,           489,             149,            501
  344,           490,             149,            499
  345,           491,             149,            500
  346,           492,             149,            501
  347,           493,             149,              0
  348,           494,             149,              0
  349,           495,             149,              0
  350,           496,             149,            500
  351,           497,             149,            500
  352,           500,             151,            500
  353,           501,             151,            500
  354,           502,             151,            500
  355,           504,             152,            500
  356,           506,             153,            500
  357,           507,             153,            500
  358,           508,             153,              0
  359,           510,             154,              0
  360,           513,             156,              0
  361,           514,             156,              0
  362,           515,             156,              0
  363,           516,             156,              0
  364,           517,             156,            500
  365,           518,             156,            500
  366,           520,             157,            500
  367,           523,             159,            500
  368,           527,             162,            499
  369,           528,             162,            500
  370,           529,             162,            500
  371,           530,             162,            500
  372,           532,             163,            500
  373,           534,             164,            499
  374,           535,             164,            500
  375,           536,             164,            500
  376,           538,             165,            500
  377,           540,             166,            500
  378,           541,             166,            500
  379,           542,             166,            500
  380,           544,             167,            500
  381,           545,             167,            500
  382,           546,             167,            499
  383,           547,             167,            500
  384,           550,             169,            500
  385,           553,             171,            500
  386,           554,             171,            499
  387,           555,             171,            501
  388,           556,             171,            499
  389,           557,             171,            500
  390,           559,             172,            499
  391,           560,             172,            501
  392,           561,             172,            499
  393,           562,             172,            500
  394,           564,             173,            500
  395,           565,             173,            500
  396,           566,             173,            500
  397,           568,             174,            500
  398,           570,             175,            499
  399,           571,             175,              0
  400,           572,             175,              0
  401,           573,             175,              0
  402,           575,             176,              0
  403,           578,             178,            500
  404,           579,             178,            500
  405,           580,             178,            499
  406,           581,             178,            500
  407,           582,             178,            500
  408,           583,             178,            500
  409,           586,             180,            501
  410,           590,             183,            499
  411,           591,             183,            500
  412,           592,             183,              0
  413,           593,             183,              0
  414,           594,             183,            499
  415,           595,             183,            500
  416,           596,             183,            500
  417,           597,             183,            500
  418,           599,             184,            500
  419,           602,             186,            500
  420,           603,             186,            500
  421,           604,             186,              0
  422,           605,             186,            501
  423,           606,             186,            499
  424,           607,             186,            500
  425,           608,             186,            499
  426,           610,             187,            500
  427,           611,             187,            500
  428,           613,             188,              0
  429,           614,             188,              0
  430,           615,             188,            500
  431,           616,             188,            500
  432,           618,             189,            500
  433,           619,             189,            500
  434,           620,             189,            499
  435,           621,             189,              0
  436,           622,             189,            500
  437,           623,             189,            500
  438,           625,             190,            500
  439,           626,             190,            500
  440,           627,             190,            500
  441,           629,             191,            500
  442,           631,             192,              0
  443,           632,             192,            500
  444,           633,             192,            499
  445,           634,             192,            500
  446,           635,             192,            500
  447,           638,             194,            500
  448,           640,             195,              0
  449,           644,             198,            500
  450,           645,             198,            500
  451,           646,             198,            500
  452,           648,             199,            500
  453,           651,             201,            499
  454,           652,             201,              0
  455,           653,             201,            500
  456,           655,             202,            500
  457,           657,             203,            500
  458,           660,             205,            500
  459,           663,             207,              0
  460,           664,             207,            500
  461,           665,             207,            500
  462,           666,             207,            500
  463,           667,             207,            500
  464,           668,             207,              0
  465,           669,             207,            500
  466,           670,             207,            500
  467,           672,             208,            500
  468,           674,             209,              0
  469,           676,             210,            500
  470,           677,             210,            500
  471,           678,             210,            500
  472,           680,             211,              0
  473,           681,             211,            500
  474,           682,             211,            500
  475,           683,             211,            500
  476,           684,             211,              0
  477,           685,             211,            500
  478,           686,             211,            500
  479,           687,             211,            500
  480,           688,             211,            499
  481,           689,             211,            500
  482,           690,             211,            500
  483,           691,             211,            500
  484,           692,             211,            500
  485,           695,             213,            500
  486,           696,             213,            500
  487,           697,             213,            500
  488,           698,             213,            499
  489,           699,             213,            500
  490,           701,             214,              0
  491,           702,             214,            499
  492,           703,             214,            500
  493,           705,             215,            499
  494,           706,             215,            499
  495,           707,             215,            500
  496,           709,             216,            500
  497,           711,             217,            500
  498,           712,             217,            500
  499,           713,             217,            500
  500,           715,             218,              0
  501,           717,             219,            500
  502,           718,             219,            499
  503,           719,             219,            500
  504,           720,             219,            500
  505,           721,             219,            500
  506,           723,             220,              0
  507,           725,             221,            501
  508,           726,             221,            499
  509,           727,             221,              0
  510,           728,             221,            500
  511,           729,             221,            500
  512,           730,             221,            500
  513,           731,             221,            500
  514,           732,             221,            500
  515,           734,             222,            500
  516,           735,             222,            500
  517,           736,             222,            499
  518,           738,             223,            499
  519,           739,             223,            500
  520,           740,             223,            500
  521,           741,             223,            499
  522,           743,             224,            500
  523,           744,             224,            500
  524,           745,             224,            500
  525,           746,             224,            500
  526,           749,             226,            500
  527,           752,             228,            499
  528,           753,             228,            501
  529,           754,             228,            499
  530,           756,             229,            500
  531,           757,             229,            500
  532,           758,             229,            501
  533,           760,             230,            499
  534,           761,             230,            499
  535,           762,             230,            500
  536,           763,             230,            499
  537,           764,             230,            500
  538,           765,             230,            500
  539,           766,             230,            501
  540,           767,             230,            499
  541,           768,             230,            500
  542,           769,             230,            500
  543,           770,             230,            500
  544,           771,             230,            500
  545,           772,             230,            500
  546,           774,             231,            500
  547,           775,             231,            499
  548,           776,             231,            500
  549,           778,             232,            501
  550,           781,             234,            499
  551,           782,             234,            500
  552,           783,             234,            500
  553,           784,             234,            500
  554,           787,             236,            499
  555,           790,             238,            500
  556,           794,             241,            500
  557,           795,             241,            500
  558,           796,             241,            500
  559,           797,             241,            500
  560,           799,             242,            500
  561,           802,             244,           1000
  562,           804,             245,            500
  563,           807,             247,           1001
  564,           808,             247,            500
  565,           809,             247,            500
  566,           810,             247,            499
  567,           811,             247,            500
  568,           812,             247,            500
  569,           813,             247,            500
  570,           814,             247,            500
  571,           815,             247,            500
  572,           817,             248,            501
  573,           821,             251,            499
  574,           822,             251,            499
  575,           823,             251,           1000
  576,           824,             251,            500
  577,           825,             251,           1000
  578,           826,             251,            500
  579,           827,             251,            500
  580,           828,             251,            500
  581,           829,             251,            500
  582,           831,             252,            499
  583,           832,             252,            499
  584,           834,             253,            500
  585,           835,             253,           1000
  586,           836,             253,            500
  587,           837,             253,            501
  588,           839,             254,            499
  589,           840,             254,            500
  590,           841,             254,            500
  591,           842,             254,            500
  592,           843,             254,            500
  593,           844,             254,            500
  594,           845,             254,           1000
  595,           847,             255,            500
  596,           849,             256,            500
  597,           850,             256,            500
  598,           851,             256,            499
  599,           852,             256,           1001
  600,           854,             257,            500
  601,           855,             257,            500
  602,           856,             257,            500
  603,           857,             257,            500
  604,           859,             258,            500
  605,           862,             260,            500
  606,           866,             263,           1000
  607,           867,             263,            500
  608,           868,             263,            500
  609,           869,             263,            500
  610,           870,             263,            500
  611,           871,             263,           1000
  612,           872,             263,            500
  613,           873,             263,            499
  614,           874,             263,            500
  615,           875,             263,            500
  616,           876,             263,           1000
  617,           877,             263,            500
  618,           878,             263,            500
  619,           879,             263,            501
  620,           880,             263,            500
  621,           882,             264,            500
  622,           883,             264,            500
  623,           884,             264,            500
  624,           885,             264,           1000
  625,           886,             264,            500
  626,           889,             266,            500
  627,           890,             266,           1000
  628,           891,             266,            500
  629,           892,             266,            500
  630,           893,             266,           1000
  631,           894,             266,            500
  632,           897,             268,            500
  633,           899,             269,            500
  634,           900,             269,            500
  635,           901,             269,            499
  636,           902,             269,            500
  637,           903,             269,            500
  638,           904,             269,            499
  639,           906,             270,            500
  640,           907,             270,            500
  641,           909,             271,            499
  642,           910,             271,            500
  643,           911,             271,            500
  644,           912,             271,            500
  645,           913,             271,            500
  646,           914,             271,            500
  647,           915,             271,            499
  648,           918,             273,           1000
  649,           919,             273,            501
  650,           920,             273,            500
  651,           922,             274,           1001
  652,           923,             274,            500
  653,           924,             274,            500
  654,           925,             274,           1001
  655,           926,             274,            500
  656,           927,             274,            500
  657,           929,             275,            500
  658,           933,             278,           1001
  659,           934,             278,            499
  660,           935,             278,            500
  661,           936,             278,           1000
  662,           937,             278,            500
  663,           939,             279,            500
  664,           940,             279,            500
  665,           944,             282,           1000
  666,           945,             282,            500
  667,           946,             282,            500
  668,           947,             282,            500
  669,           948,             282,           1001
  670,           949,             282,            500
  671,           950,             282,            500
  672,           951,             282,            500
  673,           952,             282,           1000
  674,           953,             282,            500
  675,           955,             283,            500
  676,           957,             284,            500
  677,           958,             284,           1001
  678,           959,             284,            500
  679,           960,             284,            500
  680,           963,             286,            500
  681,           964,             286,           1000
  682,           965,             286,            499
  683,           966,             286,            499
  684,           968,             287,            499
  685,           969,             287,           1001
  686,           970,             287,           1000
  687,           971,             287,            500
  688,           972,             287,            500
  689,           973,             287,            500
  690,           974,             287,           1000
  691,           978,             290,            500
  692,           981,             292,            501
  693,           982,             292,            500
  694,           983,             292,            500
  695,           984,             292,           1000
  696,           985,             292,           1001
  697,           989,             295,            500
  698,           992,             297,            500
  699,           993,             297,            500
  700,           994,             297,            500
  701,           995,             297,           1000
  702,           998,             299,           1001
  703,          1001,             301,            500
  704,          1002,             301,            499
  705,          1003,             301,            500
  706,          1005,             302,            499
  707,          1006,             302,           1001
  708,          1008,             303,           1001
  709,          1010,             304,            500
  710,          1011,             304,            500
  711,          1012,             304,            500
  712,          1013,             304,            500
  713,          1014,             304,            501
  714,          1015,             304,           1000
  715,          1017,             305,           1000
  716,          1018,             305,           1001
  717,          1019,             305,            499
  718,          1020,             305,            500
  719,          1021,             305,            499
  720,          1022,             305,            499
  721,          1024,             306,            500
  722,          1027,             308,           1000
  723,          1029,             309,           1000
  724,          1030,             309,           1001
  725,          1031,             309,           1000
  726,          1032,             309,            500
  727,          1034,             310,            501
  728,          1037,             312,            500
  729,          1038,             312,            500
  730,          1039,             312,           1001
  731,          1040,             312,           1000
  732,          1043,             314,           1001
  733,          1044,             314,           1001
  734,          1045,             314,            499
  735,          1046,             314,            500
  736,          1048,             315,            499
  737,          1049,             315,            500
  738,          1050,             315,            500
  739,          1054,             318,            500
  740,          1055,             318,            499
  741,          1056,             318,            500
  742,          1058,             319,            500
  743,          1060,             320,            499
  744,          1062,             321,            499
  745,          1063,             321,            500
  746,          1064,             321,            499
  747,          1066,             322,            500
  748,          1067,             322,            500
  749,          1068,             322,           1000
  750,          1069,             322,           1000
  751,          1071,             323,           1000
  752,          1074,             325,           1000
  753,          1076,             326,           1001
  754,          1078,             327,           1000
  755,          1079,             327,           1000
  756,          1080,             327,           1001
  757,          1081,             327,           1000
  758,          1084,             329,           1000
  759,          1085,             329,           1000
  760,          1086,             329,           1001
  761,          1088,             330,           1000
  762,          1090,             331,           1000
  763,          1091,             331,           1001
  764,          1092,             331,           1001
  765,          1094,             332,            499
  766,          1096,             333,            499
  767,          1097,             333,            500
  768,          1098,             333,            499
  769,          1100,             334,            500
  770,          1102,             335,            500
  771,          1104,             336,            500
  772,          1108,             339,            500
  773,          1109,             339,            499
  774,          1110,             339,            499
  775,          1111,             339,            500
  776,          1112,             339,           1000
  777,          1114,             340,           1000
  778,          1115,             340,           1000
  779,          1116,             340,           1001
  780,          1117,             340,           1000
  781,          1118,             340,           1001
  782,          1119,             340,           1001
  783,          1120,             340,            500
  784,          1123,             342,            500
  785,          1124,             342,            501
  786,          1125,             342,            500
  787,          1126,             342,           1000
  788,          1127,             342,           1000
  789,          1128,             342,           1001
  790,          1129,             342,           1000
  791,          1130,             342,           1000
  792,          1132,             343,           1001
  793,          1135,             345,            499
  794,          1136,             345,            500
  795,          1137,             345,            499
  796,          1138,             345,            500
  797,          1139,             345,            500
  798,          1140,             345,            500
  799,          1141,             345,           1000
  800,          1144,             347,           1000
  801,          1145,             347,           1001
  802,          1146,             347,           1000
  803,          1147,             347,            500
  804,          1149,             348,            501
  805,          1150,             348,            500
  806,          1151,             348,            499
  807,          1152,             348,            500
  808,          1154,             349,           1000
  809,          1155,             349,           1001
  810,          1156,             349,           1000
  811,          1157,             349,           1000
  812,          1158,             349,            501
  813,          1159,             349,            500
  814,          1161,             350,           1000
  815,          1163,             351,           1000
  816,          1167,             354,           1000
  817,          1168,             354,           1000
